tree_id,site_order,permit_notes,site_info,plant_type,plant_date
44620,184,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
46719,3,Permit Number 44843,Sidewalk: Curb side : Cutout,Tree,2002-04-24 00:00:00 UTC
34904,3,Permit Number 38505,Sidewalk: Curb side : Cutout,Tree,1997-09-05 00:00:00 UTC
48470,12,Permit Number 45832,Sidewalk: Curb side : Cutout,Tree,
44560,15,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
44559,16,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
48054,228,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
45936,47,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
44999,103,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
62946,1,Permit Number 23328,Sidewalk: Curb side : Cutout,Tree,1984-09-13 00:00:00 UTC
46147,1,Permit Number 44490,Sidewalk: Curb side : Cutout,Tree,2001-12-27 00:00:00 UTC
46291,4,Permit Number 44564,Sidewalk: Curb side : Cutout,Tree,2002-01-31 00:00:00 UTC
46885,3,Permit Number 44941,Sidewalk: Curb side : Cutout,Tree,2002-04-26 00:00:00 UTC
45849,76,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
46000,118,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
35282,2,Permit Number 38758,Sidewalk: Curb side : Cutout,Tree,1998-02-17 00:00:00 UTC
48173,66,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
44632,160,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
34901,7,Permit Number 38505,Sidewalk: Curb side : Cutout,Tree,1997-09-05 00:00:00 UTC
35705,7,Permit Number 38993,Sidewalk: Curb side : Cutout,Tree,1998-04-10 00:00:00 UTC
44844,1,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
31847,2,Permit Number 35298,Sidewalk: Curb side : Cutout,Tree,1995-06-19 00:00:00 UTC
34003,2,Permit Number 37940,Sidewalk: Curb side : Cutout,Tree,
48064,223,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
45904,24,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
43017,2,Permit Number 42880,Sidewalk: Curb side : Cutout,Tree,2000-07-05 00:00:00 UTC
48285,95,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
84718,1,Permit No. 49313,Sidewalk: Curb side : Cutout,Tree,2007-05-07 00:00:00 UTC
45864,94,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
45994,137,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
44840,14,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
44912,185,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
36862,7,Permit Number 39538,Sidewalk: Curb side : Cutout,Tree,1998-05-26 00:00:00 UTC
34323,6,Permit Number 38095,Sidewalk: Curb side : Cutout,Tree,1997-07-14 00:00:00 UTC
46053,185,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
45996,114,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
44689,109,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
35192,12,Permit Number 38712,Sidewalk: Curb side : Cutout,Tree,1998-02-10 00:00:00 UTC
33932,1,Permit Number 37893,Sidewalk: Curb side : Cutout,Tree,1997-03-25 00:00:00 UTC
45856,93,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
45898,26,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
45008,120,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
45961,162,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
48260,124,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
44630,158,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
48079,231,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
44598,126,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
44580,144,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
44854,35,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
45906,16,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
45879,8,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
44529,23,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
36612,5,Permit Number 39461,Sidewalk: Curb side : Cutout,Tree,1998-05-20 00:00:00 UTC
44552,10,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
44905,139,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
66329,1,Permit Number 29448,Sidewalk: Curb side : Cutout,Tree,1990-12-05 00:00:00 UTC
35174,8,Permit Number 38712,Sidewalk: Curb side : Cutout,Tree,1998-02-10 00:00:00 UTC
36635,10,Permit Number 39461,Sidewalk: Curb side : Cutout,Tree,1998-05-20 00:00:00 UTC
46072,3,Permit Number 44455,Sidewalk: Curb side : Cutout,Tree,2001-12-12 00:00:00 UTC
97352,2,"",Unaccepted Street : Yard,Tree,
44648,68,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
48163,258,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
44898,144,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
34858,4,Permit Number 38478,Sidewalk: Curb side : Cutout,Tree,
48296,135,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
44684,104,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
34902,5,Permit Number 38505,Sidewalk: Curb side : Cutout,Tree,1997-09-05 00:00:00 UTC
48056,226,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
48327,137,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
36641,13,Permit Number 39461,Sidewalk: Curb side : Cutout,Tree,1998-05-20 00:00:00 UTC
45663,1,Permit Number 44359,Sidewalk: Curb side : Cutout,Tree,
44981,62,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
65084,1,Permit Number 27048,Sidewalk: Curb side : Cutout,Tree,1989-06-14 00:00:00 UTC
45381,4,Permit Number 44200,Sidewalk: Curb side : Cutout,Tree,2001-07-06 00:00:00 UTC
44575,132,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
45900,20,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
48267,131,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
44856,33,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
60023,1,Permit Number 19510,Sidewalk: Curb side : Cutout,Tree,1982-01-25 00:00:00 UTC
44883,156,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
34313,23,Permit Number 38095,Sidewalk: Curb side : Cutout,Tree,1997-07-14 00:00:00 UTC
43488,4,Permit Number 43169,Sidewalk: Curb side : Cutout,Tree,2000-07-19 00:00:00 UTC
44693,103,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
48101,210,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
66482,1,Permit Number 29639,Sidewalk: Curb side : Cutout,Tree,1991-01-31 00:00:00 UTC
45950,147,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
38767,4,Permit Number 40634,Sidewalk: Curb side : Cutout,Tree,1998-10-20 00:00:00 UTC
44894,128,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
48352,158,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
48192,34,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
33083,2,Permit Number 37336,Sidewalk: Curb side : Cutout,Tree,1996-11-05 00:00:00 UTC
45899,19,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
58847,1,Permit Number 18105,Sidewalk: Curb side : Cutout,Tree,1979-12-10 00:00:00 UTC
44980,52,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
44631,113,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
46066,135,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
44852,37,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
44833,5,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
36646,18,Permit Number 39461,Sidewalk: Curb side : Cutout,Tree,1998-05-20 00:00:00 UTC
48063,220,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
48477,7,Permit Number 45832,Sidewalk: Curb side : Cutout,Tree,
48473,11,Permit Number 45832,Sidewalk: Curb side : Cutout,Tree,
59666,1,Permit Number 19088,Sidewalk: Curb side : Cutout,Tree,1981-03-30 00:00:00 UTC
34101,2,Permit Number 37975,Sidewalk: Curb side : Cutout,Tree,1997-07-05 00:00:00 UTC
34116,3,Permit Number 37979,Sidewalk: Curb side : Cutout,Tree,1997-07-05 00:00:00 UTC
36645,9,Permit Number 39461,Sidewalk: Curb side : Cutout,Tree,1998-05-20 00:00:00 UTC
44607,171,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
84721,4,Permit No. 49313,Sidewalk: Curb side : Cutout,Tree,2007-05-07 00:00:00 UTC
36844,8,Permit Number 39538,Sidewalk: Curb side : Cutout,Tree,1998-05-26 00:00:00 UTC
48245,109,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
46020,217,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
48349,152,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
45914,33,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
48251,115,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
44542,27,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
48227,9,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
36653,6,Permit Number 39461,Sidewalk: Curb side : Cutout,Tree,1998-05-20 00:00:00 UTC
93053,,Permit Number 53387,Front Yard : Yard,Tree,2010-04-28 00:00:00 UTC
38801,6,Permit Number 40645,Sidewalk: Curb side : Cutout,Tree,1998-10-23 00:00:00 UTC
36859,4,Permit Number 39538,Sidewalk: Curb side : Cutout,Tree,1998-05-26 00:00:00 UTC
36559,8,Permit Number 39428,Sidewalk: Curb side : Cutout,Tree,1998-05-19 00:00:00 UTC
45917,63,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
45903,23,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
46030,207,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
45922,68,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
35275,4,Permit Number 38758,Sidewalk: Curb side : Cutout,Tree,1998-02-17 00:00:00 UTC
43018,3,Permit Number 42880,Sidewalk: Curb side : Cutout,Tree,2000-07-05 00:00:00 UTC
44649,57,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
44611,168,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
44572,136,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
50776,1,Permit Number 47304,Sidewalk: Curb side : Cutout,Tree,
45977,130,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
45858,100,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
36637,17,Permit Number 39461,Sidewalk: Curb side : Cutout,Tree,1998-05-20 00:00:00 UTC
48842,1,Permit Number 46057,Sidewalk: Curb side : Cutout,Tree,2002-11-08 00:00:00 UTC
66098,1,Permit Number 29146,Sidewalk: Curb side : Cutout,Tree,1990-08-08 00:00:00 UTC
44605,148,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
45960,163,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
44672,54,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
46729,5,Permit Number 44843,Sidewalk: Curb side : Cutout,Tree,2002-04-24 00:00:00 UTC
48487,4,Permit Number 45832,Sidewalk: Curb side : Cutout,Tree,
34326,2,Permit Number 38095,Sidewalk: Curb side : Cutout,Tree,1997-07-14 00:00:00 UTC
48121,289,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
48091,201,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
48169,62,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
66483,1,Permit Number 29640,Sidewalk: Curb side : Cutout,Tree,1991-01-31 00:00:00 UTC
44695,79,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
30481,1,Permit Number 147,Sidewalk: Curb side : Cutout,Tree,1956-09-05 00:00:00 UTC
48144,254,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
44619,183,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
46196,3,Permit Number 44518,Sidewalk: Curb side : Cutout,Tree,2001-12-31 00:00:00 UTC
44556,19,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
46050,179,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
48059,230,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
65075,1,Permit Number 27037,Sidewalk: Curb side : Cutout,Tree,1989-06-13 00:00:00 UTC
45860,98,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
44923,196,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
43016,4,Permit Number 42880,Sidewalk: Curb side : Cutout,Tree,2000-07-05 00:00:00 UTC
35196,5,Permit Number 38712,Sidewalk: Curb side : Cutout,Tree,1998-02-10 00:00:00 UTC
44616,180,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
66436,1,Permit Number 29579,Sidewalk: Curb side : Cutout,Tree,1991-01-09 00:00:00 UTC
48206,49,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
48335,145,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
36619,1,Permit Number 39461,Sidewalk: Curb side : Cutout,Tree,1998-05-20 00:00:00 UTC
44534,35,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
48067,214,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
44586,123,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
44979,63,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
46063,105,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
34970,4,Permit Number 38555,Sidewalk: Curb side : Cutout,Tree,1997-12-18 00:00:00 UTC
35690,9,Permit Number 38993,Sidewalk: Curb side : Cutout,Tree,1998-04-10 00:00:00 UTC
44935,168,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
84719,2,Permit No. 49313,Sidewalk: Curb side : Cutout,Tree,2007-05-07 00:00:00 UTC
44970,53,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
44830,10,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
44918,183,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
36835,6,Permit Number 39538,Sidewalk: Curb side : Cutout,Tree,1998-05-26 00:00:00 UTC
45012,84,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
46043,174,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
35276,3,Permit Number 38758,Sidewalk: Curb side : Cutout,Tree,1998-02-17 00:00:00 UTC
44651,71,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
58844,1,Permit Number 18101,Sidewalk: Curb side : Cutout,Tree,1979-12-06 00:00:00 UTC
43015,1,Permit Number 42880,Sidewalk: Curb side : Cutout,Tree,2000-07-05 00:00:00 UTC
45948,145,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
44851,38,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
44698,82,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
44596,124,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
44914,187,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
44712,65,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
34855,3,Permit Number 38478,Sidewalk: Curb side : Cutout,Tree,
46038,112,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
46884,2,Permit Number 44941,Sidewalk: Curb side : Cutout,Tree,2002-04-26 00:00:00 UTC
44557,18,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
44544,25,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
46140,2,Permit Number 44490,Sidewalk: Curb side : Cutout,Tree,2001-12-27 00:00:00 UTC
45889,18,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
44958,82,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
46033,213,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
48340,161,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
48303,169,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
84717,11,Permit No. 49325,Sidewalk: Curb side : Cutout,Tree,2007-05-17 00:00:00 UTC
46728,1,Permit Number 44843,Sidewalk: Curb side : Cutout,Tree,2002-04-24 00:00:00 UTC
48743,1,Permit Number 46023,Sidewalk: Curb side : Cutout,Tree,
45985,122,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
36634,20,Permit Number 39461,Sidewalk: Curb side : Cutout,Tree,1998-05-20 00:00:00 UTC
48272,82,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
44543,26,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
34322,27,Permit Number 38095,Sidewalk: Curb side : Cutout,Tree,1997-07-14 00:00:00 UTC
44670,52,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
44966,79,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
36561,5,Permit Number 39428,Sidewalk: Curb side : Cutout,Tree,1998-05-19 00:00:00 UTC
44973,45,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
44925,198,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
44904,138,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
45851,74,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
44855,17,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
31845,3,Permit Number 35298,Sidewalk: Curb side : Cutout,Tree,1995-06-19 00:00:00 UTC
46009,195,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
35188,16,Permit Number 38712,Sidewalk: Curb side : Cutout,Tree,1998-02-10 00:00:00 UTC
44948,181,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
48207,50,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
33086,1,Permit Number 37336,Sidewalk: Curb side : Cutout,Tree,1996-11-05 00:00:00 UTC
35689,12,Permit Number 38993,Sidewalk: Curb side : Cutout,Tree,1998-04-10 00:00:00 UTC
48226,8,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
48095,205,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
34906,1,Permit Number 38505,Sidewalk: Curb side : Cutout,Tree,1997-09-05 00:00:00 UTC
34133,2,Permit Number 37986,Sidewalk: Curb side : Cutout,Tree,1997-07-05 00:00:00 UTC
44932,165,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
48088,198,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
48747,5,Permit Number 46023,Sidewalk: Curb side : Cutout,Tree,
48282,108,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
44662,44,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
84713,7,Permit No. 49325,Sidewalk: Curb side : Cutout,Tree,2007-05-17 00:00:00 UTC
36870,4,Permit Number 39538,Sidewalk: Curb side : Cutout,Tree,1998-05-26 00:00:00 UTC
48232,16,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
64906,1,Permit Number 25933,Sidewalk: Curb side : Cutout,Tree,1989-03-20 00:00:00 UTC
45846,80,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
36847,1,Permit Number 39538,Sidewalk: Curb side : Cutout,Tree,1998-05-26 00:00:00 UTC
44597,125,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
48249,113,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
48224,6,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
44547,20,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
48256,134,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
45863,85,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
57917,1,Permit Number 16875,Sidewalk: Curb side : Cutout,Tree,1977-06-16 00:00:00 UTC
45896,27,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
48193,35,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
45983,124,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
44564,12,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
36858,3,Permit Number 39538,Sidewalk: Curb side : Cutout,Tree,1998-05-26 00:00:00 UTC
36620,6,Permit Number 39461,Sidewalk: Curb side : Cutout,Tree,1998-05-20 00:00:00 UTC
44584,114,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
44881,142,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
45867,91,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
34859,1,Permit Number 38478,Sidewalk: Curb side : Cutout,Tree,
46046,171,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
35204,18,Permit Number 38712,Sidewalk: Curb side : Cutout,Tree,1998-02-10 00:00:00 UTC
34119,3,Permit Number 37980,Sidewalk: Curb side : Cutout,Tree,1997-07-05 00:00:00 UTC
36638,21,Permit Number 39461,Sidewalk: Curb side : Cutout,Tree,1998-05-20 00:00:00 UTC
44657,67,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
48247,111,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
48158,268,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
33091,2,Permit Number 37336,Sidewalk: Curb side : Cutout,Tree,1996-11-05 00:00:00 UTC
46294,17,Permit Number 44564,Sidewalk: Curb side : Cutout,Tree,2002-01-31 00:00:00 UTC
48117,285,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
44573,137,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
43486,1,Permit Number 43169,Sidewalk: Curb side : Cutout,Tree,2000-07-19 00:00:00 UTC
44592,120,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
